ID,Control,Highest degree offered,Admission rate (%),Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile),Receiving financial aid (%)
C0603,Private,Doctoral degree,61,13840,14700,15300,16340,19,25,480,630,510,640,500,570,92
C0604,Private,Master's degree,94,17180,18020,18900,19850,14,18,,,,,,,99
C0605,Private,Master's degree,66,18056,19122,20010,19920,18,24,,,,,,,100
C0606,Public,Doctoral degree,33,11837,12634,12994,13142,28,32,620,720,660,760,630,730,63
C0607,Public,Doctoral degree,69,11152,12202,12622,12862,23,28,420,580,550,690,460,580,63
C0608,Public,Doctoral degree,77,12017,12853,13353,13728,24,29,520,650,580,680,490,615,97
C0609,Public,Doctoral degree,63,9420,9788,10250,10614,22,27,,,498,660,470,600,89
C0610,Public,Doctoral degree,78,8160,8712,9028,9356,18,24,503,675,525,648,533,673,84
C0611,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,95
C0612,Public,Master's degree,73,7864,8414,8709,9037,19,25,,,,,,,90
C0613,Public,Doctoral degree,66,9285,9938,10230,10613,20,26,,,,,,,92
C0614,Private,Master's degree,51,20500,21118,21971,23021,17,22,370,420,420,480,,,99
C0615,Private,Bachelor's degree,68,16390,17526,17950,18454,18,25,420,550,440,580,380,560,99
C0616,Public,Doctoral degree,79,7308,7815,8120,8423,18,24,,,,,,,94
C0617,Private,Master's degree,68,19790,20554,21152,21890,19,23,392,560,450,537,,,100
C0618,Private,Master's degree,65,20536,21520,22538,23400,20,26,480,575,465,570,480,540,100
C0619,Private,Bachelor's degree,59,18974,19898,20480,20480,17,22,,,,,,,97
C0620,Public,Doctoral degree,76,9026,9809,10190,11094,19,26,,,,,,,89
C0621,Public,Doctoral degree,83,9006,9606,9982,10355,19,25,,,,,,,84
C0622,Private,Doctoral degree,61,28864,30418,31942,33209,20,25,495,623,490,590,,,99
C0623,Public,Master's degree,67,7497,7858,8107,8124,19,23,,,,,,,90
C0624,Private,Bachelor's degree,75,21080,22410,23270,24080,20,26,,,,,,,100
C0625,Private,Doctoral degree,95,28080,29460,30840,31760,22,28,490,640,530,610,,,100
C0626,Private,Bachelor's degree,21,41304,42942,44445,46167,29,33,660,750,680,770,660,750,77
C0627,Private,Master's degree,80,27160,29360,30860,32814,22,28,510,650,480,630,,,100
C0628,Private,Master's degree,52,27400,28500,29700,19700,18,24,480,550,440,560,430,540,99
C0629,Private,Master's degree,96,10990,11320,11770,12300,22,27,,,,,,,97
C0630,Private,Bachelor's degree,63,33500,35520,37660,39120,24,30,550,680,530,660,,,99
C0631,Private,Doctoral degree,66,30489,31994,33752,35108,21,27,480,640,500,600,470,610,100
C0632,Private,Bachelor's degree,34,40046,42021,43693,45388,29,32,620,740,610,710,630,720,81
C0633,Public,Doctoral degree,66,6725,7148,7531,7557,20,24,,,,,,,85
C0634,Public,Doctoral degree,100,5923,6341,6642,6642,,,,,,,,,84
C0635,Public,Doctoral degree,44,12288,13022,13459,13555,26,30,550,690,620,740,570,670,77
C0636,Public,Bachelor's degree,69,10623,11097,11456,11448,19,24,420,500,420,530,380,510,92
C0637,Public,Doctoral degree,78,11808,12486,12785,12815,22,26,460,590,490,620,410,570,83
C0638,Public,Bachelor's degree,58,11532,12091,12549,12584,23,28,530,690,530,640,490,640,93
C0639,Public,Doctoral degree,89,6924,7378,7834,7816,20,25,450,560,480,590,,,86
C0640,Private,Bachelor's degree,95,16340,17400,19066,19996,19,26,460,550,440,560,,,100
C0641,Private,Master's degree,69,24570,25700,26960,28020,22,27,498,640,468,673,,,99
C0642,Private,Bachelor's degree,76,32246,34308,36218,37926,23,28,470,570,470,608,473,595,100
C0643,Public,Doctoral degree,87,6660,7105,7472,7514,19,24,435,548,440,590,,,86
C0644,Private,Master's degree,75,31576,33606,35486,37162,23,28,475,610,480,625,460,575,100
C0645,Private,Doctoral degree,75,26090,27250,28320,29315,20,26,465,550,455,590,,,99
C0646,Private,Bachelor's degree,59,36800,38150,39560,40700,26,31,590,710,590,710,580,690,93
C0647,Private,Master's degree,55,20870,21470,22100,22430,18,24,370,435,395,455,,,96
C0648,Private,Doctoral degree,73,28374,29506,30398,31612,21,26,420,530,430,500,380,510,100
C0649,Private,Doctoral degree,86,30493,32073,33787,35308,23,28,520,640,520,640,,,97
C0650,Private,Doctoral degree,61,30168,31640,33176,34744,20,25,480,620,490,550,,,100
C0651,Public,Master's degree,65,7244,7743,8074,8074,19,24,,,,,,,95
C0652,Public,Doctoral degree,61,8200,8540,8710,8730,21,25,,,,,,,88
C0653,Public,Master's degree,83,4858,5247,5712,6108,16,19,400,460,410,480,,,77
C0654,Private,Master's degree,48,17700,18420,19200,19970,19,25,452,620,450,560,,,100
C0655,Private,Master's degree,56,8920,9130,9230,9470,18,25,410,540,430,470,390,590,97
C0656,Public,Doctoral degree,89,4851,5288,5724,6562,18,22,410,475,455,570,,,94
C0657,Public,Doctoral degree,65,5050,5050,5888,6348,17,21,,,,,,,93
C0658,Private,Master's degree,47,27812,29482,30974,32520,23,28,498,630,520,620,,,100
C0659,Public,Doctoral degree,59,5436,5790,6282,6760,21,27,490,590,490,600,,,83
C0660,Public,Doctoral degree,43,4644,4876,5316,5640,18,24,440,480,550,640,,,99
C0661,Public,Master's degree,23,4831,5307,5703,5916,15,19,,,,,,,96
C0662,Private,Doctoral degree,67,13550,14038,14430,14868,21,27,458,593,470,583,,,99
C0663,Public,Doctoral degree,65,5461,5805,6264,6772,20,28,480,620,490,630,,,93
C0664,Private,Bachelor's degree,14,7610,8100,8300,8900,13,14,310,360,320,440,340,360,99
C0665,Public,Doctoral degree,66,5452,5834,6336,6744,20,27,440,550,470,560,,,96
C0666,Private,Bachelor's degree,36,9718,10218,10218,10227,15,21,365,537,357,447,,,94
C0667,Private,Doctoral degree,49,10350,10350,10350,10800,20,28,,,,,,,92
C0668,Private,Master's degree,61,21900,23100,23950,24950,20,24,400,580,450,560,,,100
C0669,Private,Bachelor's degree,65,19390,20130,20720,21320,19,24,410,480,440,540,370,470,100
C0670,Public,Master's degree,81,6585,6945,7147,7265,18,24,,,,,,,94
C0671,Private,Master's degree,,7016,6034,6739,7115,,,,,,,,,84
C0672,Private,Master's degree,59,22550,22550,22550,23300,18,23,450,540,450,540,,,100
C0673,Private,Master's degree,81,19854,21043,22075,22295,22,28,525,650,515,615,465,605,84
C0674,Private,Master's degree,64,16990,18000,19050,20040,19,26,440,600,460,570,430,590,98
C0675,Private,Master's degree,65,20380,21220,21220,22684,21,25,490,600,440,610,440,590,92
C0676,Private,Master's degree,68,15996,16902,17920,18770,19,25,420,620,430,520,,,93
C0677,Public,Bachelor's degree,,4336,4553,5110,5220,,,,,,,,,98
C0678,Public,Master's degree,,6175,6478,6725,6838,,,,,,,,,94
C0679,Private,Doctoral degree,66,13540,14000,14600,15150,20,25,430,550,470,580,410,520,95
C0680,Private,Doctoral degree,76,21910,22882,23746,25002,23,27,470,610,510,610,,,99
C0681,Private,Doctoral degree,61,18700,19650,20764,21790,19,24,410,500,400,540,,,100
C0682,Public,Master's degree,97,4530,5090,5271,5376,18,24,,,,,,,93
C0683,Private,Master's degree,22,17170,17780,17900,18300,18,21,390,440,400,460,400,460,100
C0684,Public,Master's degree,,5227,5676,6007,6400,,,,,,,,,97
C0685,Public,Doctoral degree,79,8501,8989,9257,9415,23,28,520,640,520,650,,,84
C0686,Public,Doctoral degree,33,8602,9029,9299,9456,21,27,,,490,670,510,660,92
C0687,Public,Doctoral degree,82,8528,9084,9350,9510,25,31,540,670,590,690,,,97
C0688,Public,Doctoral degree,74,8631,9038,9314,9474,21,26,,,510,590,,,95
C0689,Public,Master's degree,72,6692,7008,7216,7368,25,30,540,680,540,650,,,99
C0690,Public,Master's degree,72,5638,5947,6175,6390,20,25,450,570,480,600,,,95
C0691,Private,Bachelor's degree,13,17310,18030,18330,18330,20,25,510,560,450,548,495,548,100
C0692,Private,Master's degree,96,8898,9290,9788,10600,,,,,,,,,91
C0693,Private,Doctoral degree,75,27340,28660,29840,31290,23,28,500,640,510,649,,,100
C0694,Private,Doctoral degree,64,32656,33986,35256,36726,25,30,530,640,550,680,,,93
C0695,Private,Doctoral degree,90,17280,18200,19150,20040,20,26,400,550,430,560,,,97
C0696,Private,Master's degree,68,25400,26620,27410,27954,19,26,440,630,410,580,440,590,100
C0697,Public,Master's degree,85,6255,6555,6750,6863,20,25,435,555,460,595,,,93
C0698,Public,Doctoral degree,85,6276,6598,6792,6908,21,26,470,600,480,620,,,89
C0699,Private,Doctoral degree,16,40369,41992,43705,44841,32,34,700,760,720,790,700,770,55
C0700,Private,Doctoral degree,58,21748,22400,23070,23760,21,27,500,650,490,600,470,590,97
C0701,Private,Bachelor's degree,72,19760,20570,20850,21680,21,27,390,550,470,610,420,530,100
C0702,Private,Bachelor's degree,58,28450,29600,30200,31000,22,28,498,670,510,645,,,100
C0703,Private,Doctoral degree,75,18000,19000,19850,20650,19,26,472,590,460,547,,,100
C0704,Private,Bachelor's degree,53,23594,25198,26554,27914,22,26,490,620,510,610,490,590,100
C0705,Public,Master's degree,,5242,5470,5711,5745,,,,,,,,,90
C0706,Private,Master's degree,73,18956,19580,20288,20960,,,,,,,,,97
C0707,Public,Master's degree,89,6162,6420,6435,6464,21,27,500,620,550,610,450,580,89
C0708,Public,Doctoral degree,84,6168,6428,6705,6752,21,27,500,630,510,630,490,600,87
C0709,Public,Doctoral degree,94,5476,5722,5985,6045,21,26,490,620,480,590,470,590,89
C0710,Public,Master's degree,100,5480,5480,5480,5480,17,22,385,490,385,505,370,485,88
C0711,Private,Master's degree,67,21100,22134,22892,23718,19,25,450,560,450,570,430,555,100
C0712,Public,Bachelor's degree,,3696,3947,4111,4141,,,,,,,,,87
C0713,Private,Doctoral degree,,6150,6540,6300,6300,,,,,,,,,100
C0714,Public,Master's degree,,5076,5340,5600,5600,,,,,,,,,87
C0715,Private,Master's degree,72,22115,23060,23800,24750,21,27,430,570,460,610,,,100
C0716,Private,Doctoral degree,77,30578,31894,33330,34330,24,30,520,640,540,660,500,620,100
C0717,Private,Bachelor's degree,72,22170,23590,25080,26180,21,26,430,515,450,535,425,490,100
C0718,Private,Master's degree,58,15808,16626,17366,18256,19,24,400,465,423,528,410,498,100
C0719,Private,Master's degree,74,22620,23734,24900,25520,21,26,450,540,460,530,,,100
C0720,Public,Master's degree,85,5912,6320,6565,6542,20,25,420,520,440,550,,,87
C0721,Private,Master's degree,68,23664,24810,25994,27146,18,23,,,,,,,100
C0722,Public,Doctoral degree,71,5880,6280,6510,6550,20,26,,,,,,,88
C0723,Private,Master's degree,77,23474,24656,25918,27242,22,26,470,610,520,600,,,100
C0724,Public,Doctoral degree,64,7224,7563,7984,8060,22,28,490,660,520,670,,,87
C0725,Public,Master's degree,,5252,5648,6008,6188,,,,,,,,,92
C0726,Private,Doctoral degree,57,23134,24254,25214,26934,20,26,,,,,,,100
C0727,Private,Master's degree,52,18150,18780,19880,20470,19,26,,,440,570,440,570,100
C0728,Public,Master's degree,,5071,5318,5520,5574,,,,,,,,,92
C0729,Private,Master's degree,49,14998,15300,15600,15600,17,22,370,510,380,500,,,91
C0730,Public,Doctoral degree,85,5808,6428,6705,6690,19,24,440,550,450,560,420,530,92
C0731,Public,Doctoral degree,84,5561,5630,6602,6610,21,26,480,590,480,600,460,560,94
C0732,Public,Bachelor's degree,,2243,2513,2700,2700,,,,,,,,,59
C0733,Private,Master's degree,,24515,25370,27654,28483,,,,,,,,,93
C0734,Private,Bachelor's degree,83,32640,34110,35810,37300,,,,,,,,,99
C0735,Private,Doctoral degree,10,40437,42996,45042,46752,30,34,670,780,680,780,680,790,61
C0736,Private,Doctoral degree,85,28800,29450,29950,31000,16,21,440,530,440,550,420,520,100
C0737,Private,Doctoral degree,90,29054,30400,31744,33000,,,,,,,,,95
C0738,Private,Doctoral degree,79,26442,27234,28050,28884,,,430,520,440,540,430,530,94
C0739,Public,Doctoral degree,78,13672,15250,16422,16496,,,490,590,510,610,,,84
C0740,Public,Master's degree,82,10140,11800,12776,12776,,,430,540,440,540,440,540,96
C0741,Public,Bachelor's degree,73,11226,12640,13757,13762,,,450,580,450,560,430,560,88
C0742,Public,Doctoral degree,77,9906,11518,12560,12610,18,23,430,530,430,540,420,520,89
C0743,Private,Doctoral degree,89,24895,25885,26905,28055,17,21,430,500,430,510,430,510,100
C0744,Private,Bachelor's degree,74,31575,32540,33775,35204,23,27,540,610,520,620,520,620,98
C0745,Public,Master's degree,,6435,6810,7065,7065,,,,,,,,,70
C0746,Private,Bachelor's degree,,16100,17600,19200,19800,,,,,,,,,100
C0747,Private,Master's degree,55,22400,23700,25050,25880,,,370,440,390,470,,,96
C0748,Private,Doctoral degree,64,25602,26890,27890,29000,16,25,410,520,420,540,,,98
C0749,Private,Master's degree,91,28054,28890,29630,30540,18,23,410,540,410,550,400,540,100
C0750,Private,Doctoral degree,77,39873,41304,42920,44068,22,27,490,610,500,610,500,610,97
C0751,Private,Doctoral degree,73,31060,32538,33792,34882,,,440,530,450,550,430,540,95
C0752,Private,Doctoral degree,88,26425,28080,29400,29990,15,23,390,480,380,500,380,480,100
C0753,Private,Doctoral degree,78,33410,35002,36352,37348,,,450,560,460,570,460,560,99
C0754,Private,Master's degree,78,26176,27984,28040,29606,,,390,500,400,510,380,500,99
C0755,Public,Doctoral degree,59,11676,12019,12380,12380,,,490,600,510,640,480,580,83
C0756,Public,Doctoral degree,41,9250,10021,10422,10653,,,400,493,420,520,,,90
C0757,Public,Doctoral degree,80,9815,10200,10601,10918,,,400,490,410,510,,,78
C0758,Private,Doctoral degree,78,26356,28000,29710,31018,22,25,480,560,490,590,480,570,100
C0759,Public,Doctoral degree,65,10016,10646,11058,11318,,,430,520,450,540,430,530,77
C0760,Public,Doctoral degree,65,13370,13974,14740,15218,22,29,480,590,550,660,470,590,87
C0761,Private,Doctoral degree,7,36640,37000,38650,40170,31,35,700,800,710,800,710,790,60
C0762,Public,Master's degree,55,11874,12758,13144,13388,20,26,490,590,510,610,480,590,78
C0763,Private,Master's degree,72,30470,31930,33420,35270,19,25,460,570,470,580,460,570,98
C0764,Public,Doctoral degree,59,12364,12615,12923,13348,,,450,560,480,580,460,560,85
C0765,Public,Doctoral degree,60,12559,12754,13073,13499,,,520,640,570,690,540,650,76
C0766,Public,Doctoral degree,54,12069,12294,12590,12998,,,460,550,500,608,480,560,80
C0767,Private,Doctoral degree,54,28332,29800,31220,32284,16,21,410,490,420,510,400,490,100
C0768,Private,Doctoral degree,79,31890,33490,34750,35820,22,27,500,600,520,620,500,600,98
C0769,Private,Doctoral degree,48,26887,28221,29907,31095,,,380,480,370,480,390,490,99
C0770,Private,Doctoral degree,38,39816,41782,43196,44490,27,32,570,670,640,720,,,98
C0771,Public,Doctoral degree,62,11533,11963,12322,12322,20,24,480,570,500,600,480,570,87
C0772,Public,Master's degree,,4883,5322,5508,5700,,,,,,,,,
C0773,Public,Master's degree,43,13293,13887,14378,14730,,,550,660,580,680,560,670,83
C0774,Public,Doctoral degree,68,11238,11464,11694,11918,,,450,540,470,560,,,87
C0775,Public,Master's degree,63,3900,4147,4350,4558,17,22,410,540,410,540,,,99
C0776,Public,Master's degree,,2972,3284,3504,4000,,,,,,,,,95
C0777,Public,Doctoral degree,41,4941,5301,5496,5714,23,29,550,670,570,680,,,96
C0778,Public,Doctoral degree,65,5506,5809,6050,6846,19,25,470,610,470,600,,,98
C0779,Public,Doctoral degree,85,5400,5827,6513,6220,18,24,410,540,420,540,400,520,97
C0780,Public,Bachelor's degree,,2696,2822,2827,4060,,,,,,,,,91
C0781,Private,Master's degree,,14500,13608,14280,14280,,,,,,,,,100
C0782,Public,Master's degree,,3812,4030,4314,4723,,,,,,,,,97
C0783,Private,Master's degree,77,17500,18400,19460,20450,,,413,519,472,574,,,94
C0784,Private,Doctoral degree,68,27900,28460,29320,30800,19,24,500,600,520,620,510,610,96
C0785,Private,Doctoral degree,70,25976,26884,27794,25430,22,27,490,590,510,610,,,100
C0786,Private,Doctoral degree,38,41670,43306,44798,46370,,,,,,,,,75
C0787,Private,Bachelor's degree,21,40546,42184,43502,44790,28,32,620,730,620,710,650,740,49
C0788,Private,Master's degree,,9525,11025,11025,11025,,,,,,,,,96
C0789,Private,Master's degree,73,30077,30713,32030,33332,22,27,480,590,500,610,,,99
C0790,Private,Bachelor's degree,78,25482,26736,28022,29410,,,,,,,,,100
C0791,Private,Doctoral degree,64,34760,36780,38610,40540,24,28,520,620,570,665,495,600,100
C0792,Private,Master's degree,26,41870,42920,44640,46380,30,32,620,720,650,740,,,41
C0793,Private,Master's degree,55,16720,16720,17230,17530,,,,,,,,,95
C0794,Private,Doctoral degree,7,43304,45290,47246,49138,31,34,690,780,700,790,690,780,57
C0795,Private,Master's degree,67,25570,26620,27520,28095,16,20,420,500,415,505,415,480,94
C0796,Private,Master's degree,8,36650,39150,40250,41400,29,33,610,710,610,780,610,730,100
C0797,Private,Doctoral degree,16,39666,41541,43413,45358,30,34,640,740,680,780,650,750,64
C0798,Public,Master's degree,25,4970,5550,5910,6210,,,530,630,600,690,,,70
C0799,Public,Master's degree,32,5051,5584,5884,6184,,,480,580,520,620,,,70
C0800,Public,Master's degree,100,4978,5508,5858,6158,,,440,530,470,560,,,71
C0801,Public,Doctoral degree,34,4929,5459,5759,6089,,,460,590,530,640,,,79
C0802,Public,Doctoral degree,,,,,,,,,,,,,,
C0803,Public,Doctoral degree,30,4999,5529,5829,6129,,,520,620,540,640,,,69
C0804,Public,Master's degree,34,4929,5459,5759,6059,,,420,510,440,530,,,77
C0805,Public,Master's degree,23,4940,5508,5808,6108,,,460,530,480,570,,,86
C0806,Public,Bachelor's degree,91,4902,5432,5732,6032,,,360,450,390,475,,,91
C0807,Public,Bachelor's degree,77,4939,5469,5769,6069,,,390,490,453,540,,,86
C0808,Public,Master's degree,37,5077,5607,5907,6207,,,480,570,540,610,,,61
C0809,Public,Master's degree,35,4912,5496,5796,6096,,,400,470,430,510,,,81
C0810,Private,Doctoral degree,79,21060,21760,22240,22850,20,25,480,580,470,560,450,540,100
C0811,Private,Doctoral degree,49,21460,22310,23130,24090,,,,,,,,,100
C0812,Private,Doctoral degree,72,21990,22940,23970,24790,18,23,410,490,400,480,390,480,99
C0813,Private,Doctoral degree,78,24880,25908,27124,28390,,,,,,,,,93
C0814,Private,Master's degree,80,35900,36950,38150,38150,20,27,470,570,480,580,,,99
C0815,Public,Master's degree,45,4164,4459,4790,5105,,,,,,,,,69
C0816,Private,Doctoral degree,47,38602,40292,42057,43902,26,30,570,670,590,680,580,680,92
C0817,Private,Bachelor's degree,27,41280,42640,44350,46080,29,33,640,730,660,740,650,730,58
C0818,Private,Bachelor's degree,84,34630,36040,37460,38930,23,27,500,620,510,610,480,600,100
C0819,Private,Master's degree,81,18530,18940,19440,19940,,,,,,,,,98
C0820,Private,Master's degree,49,41710,42915,44438,46165,,,,,,,,,81
C0821,Private,Doctoral degree,59,31800,34150,35950,37400,23,28,530,630,540,630,,,96
C0822,Private,Master's degree,91,25360,26094,26924,27728,21,28,490,630,490,605,470,600,100
C0823,Private,Master's degree,92,28850,30192,31540,32770,20,24,450,550,450,560,,,98
C0824,Private,Doctoral degree,67,33630,35278,37000,38400,,,,,,,,,92
C0825,Private,Master's degree,88,24010,25235,26505,27465,,,,,,,,,100
C0826,Private,Master's degree,62,27340,28380,29460,30460,21,26,480,570,500,600,,,100
C0827,Private,Doctoral degree,87,30162,31606,32818,34120,17,22,400,500,400,540,390,500,97
C0828,Private,Doctoral degree,81,30210,31646,32862,34070,19,23,440,520,440,540,420,530,96
C0829,Private,Master's degree,,,,,,,,,,,,,,
C0830,Private,Master's degree,66,26920,29700,32535,35725,23,27,480,580,490,610,480,580,92
C0831,Private,Doctoral degree,77,34350,35370,35370,35370,,,480,590,490,590,470,580,99
C0832,Private,Master's degree,37,27740,28890,30090,31290,,,,,,,,,88
C0833,Private,Bachelor's degree,75,23536,24708,25648,26640,21,26,480,590,450,560,470,590,92
C0834,Private,Doctoral degree,54,20570,21598,22678,23812,,,390,480,370,490,,,92
C0835,Private,Doctoral degree,57,17010,17360,17556,17576,,,,,,,,,95
C0836,Private,Doctoral degree,73,22130,23300,24420,25710,20,25,480,560,490,580,470,570,97
C0837,Private,Master's degree,86,23300,24410,25340,26250,20,24,450,540,460,550,,,99
C0838,Private,Master's degree,73,26910,27810,29170,30290,17,23,420,500,410,500,420,510,100
C0839,Private,Doctoral degree,68,26334,27422,28330,29624,,,,,,,,,100
C0840,Private,Master's degree,57,28010,29100,30380,31260,22,25,450,520,450,535,440,510,100
C0841,Private,Doctoral degree,67,36729,38198,39368,40426,22,28,505,635,510,605,,,95
C0842,Private,Doctoral degree,26,40082,41606,43204,44848,28,32,620,720,630,740,640,730,55
C0843,Private,Doctoral degree,66,25650,26400,27230,28200,21,25,460,550,470,570,,,98
C0844,Private,Doctoral degree,74,25470,27290,28940,30780,20,24,440,550,490,600,,,97
C0845,Private,Doctoral degree,97,20500,21500,22500,23250,17,22,400,535,370,520,,,100
C0846,Private,Doctoral degree,77,33702,35032,36614,38069,21,25,470,570,470,570,,,99
C0847,Private,Bachelor's degree,75,22985,23695,24408,25261,20,25,450,530,430,530,,,99
C0848,Private,Doctoral degree,75,36284,37882,39566,41328,28,32,550,660,640,740,550,650,94
C0849,Private,Doctoral degree,41,40680,42704,44475,46269,27,31,620,720,670,768,,,95
C0850,Private,Master's degree,73,24369,25322,26324,27364,20,25,450,590,470,580,440,560,100
C0851,Private,Doctoral degree,60,30717,32037,33258,34424,25,31,540,640,570,680,520,630,95
C0852,Private,Doctoral degree,36,40282,41826,43666,45372,29,32,600,700,650,750,620,700,89
C0853,Private,Doctoral degree,57,27850,28000,28000,28000,,,,,,,,,98
C0854,Private,Master's degree,80,26895,27890,28727,29589,21,27,460,580,470,600,450,570,99
C0855,Private,Master's degree,64,17280,18100,19200,20700,,,430,510,420,520,420,520,98
C0856,Private,Master's degree,46,41155,42735,44400,46040,,,,,,,,,95
C0857,Private,Master's degree,78,24138,25464,26622,27684,,,,,,,,,99
C0858,Private,Master's degree,82,22410,23720,25110,26340,17,20,420,520,410,530,410,510,97
C0859,Private,Master's degree,62,43564,45212,46924,48696,,,,,,,,,78
C0860,Private,Master's degree,68,26510,29295,30200,31368,22,27,500,600,520,620,480,590,98
C0861,Private,Master's degree,35,41184,42380,44170,45874,26,30,560,680,570,670,570,690,57
C0862,Private,Master's degree,75,17565,18425,20125,21878,21,25,470,570,480,580,460,560,96
C0863,Private,Doctoral degree,63,25270,26260,27370,28430,22,27,480,570,510,600,460,560,100
C0864,Private,Doctoral degree,53,31980,33875,35520,37260,21,27,480,590,490,620,,,98
C0865,Public,Bachelor's degree,55,6218,6542,6874,7294,21,26,470,570,530,610,,,94
C0866,Public,Bachelor's degree,78,6297,6539,6859,7181,,,,,,,,,96
C0867,Public,Bachelor's degree,59,6405,6780,7090,7200,,,,,,,,,91
C0868,Public,Bachelor's degree,73,7672,7768,8262,7149,16,22,450,540,450,540,,,90
C0869,Public,Bachelor's degree,53,6093,6444,6793,7125,19,23,430,510,450,540,,,68
C0870,Public,Bachelor's degree,59,6522,7520,8277,7412,17,21,420,500,420,530,,,94
C0871,Public,Doctoral degree,55,6830,7172,7525,8040,22,26,490,580,520,610,,,79
C0872,Public,Doctoral degree,43,6881,7216,7645,8144,27,30,590,675,630,710,580,670,61
C0873,Public,Doctoral degree,57,7136,7482,7989,8211,23,28,500,600,550,660,,,75
C0874,Public,Doctoral degree,39,6580,6994,7560,7995,26,30,550,650,600,700,540,650,80
C0875,Public,Doctoral degree,51,5941,6269,6593,7033,23,27,520,620,540,640,,,90
C0876,Public,Master's degree,48,6114,6439,6764,7090,22,26,450,550,500,580,,,92
C0877,Public,Master's degree,48,6176,6508,6881,7222,21,26,470,570,490,590,450,550,87
C0878,Public,Master's degree,49,6053,6353,6694,7022,,,440,520,450,540,,,87
C0879,Public,Master's degree,47,6215,6574,6942,7327,21,25,480,550,500,580,,,84
C0880,Public,Master's degree,52,6333,6688,7058,7400,21,26,470,570,470,580,,,87
C0881,Public,Master's degree,46,6401,6758,7068,7430,27,29,580,690,600,700,,,59
C0882,Public,Master's degree,44,6135,6458,6758,7083,23,27,510,610,520,610,510,600,73
C0883,Public,Master's degree,51,6231,6559,6896,7230,22,25,500,580,520,600,490,580,79
C0884,Public,Master's degree,49,6186,6510,6841,7181,22,26,520,590,520,590,,,91
C0885,Public,Master's degree,68,6183,6506,6842,7174,,,,,,,,,91
C0886,Public,Master's degree,33,6504,6829,7230,7573,21,26,500,600,480,580,490,600,82
C0887,Public,Master's degree,58,5966,6324,6624,6624,19,22,450,530,470,550,430,520,77
C0888,Public,Master's degree,46,6164,6502,6828,7179,20,24,460,550,470,570,,,91
C0889,Public,Master's degree,81,5195,5545,5915,6265,,,,,,,,,94
C0890,Public,Master's degree,64,6157,6457,6782,7109,20,26,450,570,480,600,430,560,76
C0891,Private,Doctoral degree,49,36302,37668,39004,40458,23,28,500,620,540,650,520,630,74
C0892,Private,Doctoral degree,,,,,,,,,,,,,,
C0893,Private,Doctoral degree,59,14050,14550,14850,15250,,,,,,,,,84
C0894,Private,Master's degree,,,,,,,,,,,,,,
C0895,Private,Bachelor's degree,37,42042,43602,45219,46785,28,31,590,680,630,720,590,690,81
C0896,Public,Master's degree,,,,,1032,,,,,,,,,18
C0897,Private,Doctoral degree,85,28620,29996,31930,33320,18,23,410,520,420,530,400,500,99
C0898,Private,Master's degree,24,43190,44705,46270,47890,30,33,660,740,650,730,660,750,71
C0899,Private,Master's degree,70,34100,35820,37540,39220,22,27,530,630,520,640,520,620,99
C0900,Private,Bachelor's degree,60,32180,33410,34700,35900,21,26,480,600,470,590,460,560,100
C0901,Private,Doctoral degree,82,33050,35200,36500,37600,23,29,550,680,550,690,540,670,84
C0902,Public,Doctoral degree,63,5251,5538,6059,6462,24,28,520,620,540,620,500,590,67
C0903,Private,Master's degree,42,21784,22982,24180,25396,18,22,410,500,430,520,390,480,100
C0904,Private,Bachelor's degree,68,23002,26182,27622,18500,18,24,428,540,440,530,,,100
C0905,Private,Bachelor's degree,83,15844,16794,16794,17355,,,,,,,,,100
C0906,Private,Bachelor's degree,45,22250,22860,23900,25200,18,22,420,520,430,530,,,99
C0907,Private,Doctoral degree,70,22520,24720,25000,26240,17,27,380,655,385,645,390,650,100
C0908,Private,Master's degree,41,25160,25160,26040,26820,,,430,540,440,560,,,99
C0909,Private,Master's degree,62,20070,21020,21950,22510,14,17,360,430,340,440,340,420,100
C0910,Private,Bachelor's degree,26,36683,38866,40809,42849,29,33,630,730,600,710,610,710,62
C0911,Private,Doctoral degree,13,40243,41938,43623,45376,30,34,670,760,690,790,680,780,64
C0912,Public,Doctoral degree,62,4797,5364,5869,6143,21,24,480,550,500,570,450,540,73
C0913,Public,Master's degree,57,3640,3814,4150,4429,16,18,380,450,400,470,370,440,97
C0914,Private,Doctoral degree,54,26827,27881,28980,30149,23,26,560,660,560,660,560,660,68
C0915,Public,Doctoral degree,55,3476,4109,4324,4605,17,19,380,450,400,470,360,430,96
C0916,Private,Doctoral degree,48,22410,23510,24450,25830,19,25,440,550,460,570,430,550,100
C0917,Private,Master's degree,78,24070,24970,25600,26306,15,21,390,500,400,520,380,480,100
C0918,Private,Bachelor's degree,68,28800,30430,31380,32470,20,26,460,610,480,580,450,580,99
C0919,Private,Doctoral degree,64,,,,30715,21,26,490,580,500,600,480,580,73
