ID,Control,Highest degree offered,,Admission rate (%),Total enrollment,Tuition and fees 2011-12 ($),4-year graduation rate (%),Geographic region,ACT Composite score (25th percentile),ACT Composite score (75th percentile),Receiving financial aid (%)
C0766,Public,Doctoral degree,,54,11212,12294,32,Mid East,,,80
C0767,Private,Doctoral degree,,54,3194,29800,34,Mid East,16,21,100
C0768,Private,Doctoral degree,,79,9903,33490,50,Mid East,22,27,98
C0769,Private,Doctoral degree,,48,1552,28221,41,Mid East,,,99
C0770,Private,Doctoral degree,,38,5784,41782,45,Mid East,27,32,98
C0771,Public,Doctoral degree,,62,8458,11963,42,Mid East,20,24,87
C0772,Public,Master's degree,,,20877,5322,,Mid East,,,
C0773,Public,Master's degree,,43,7340,13887,72,Mid East,,,83
C0774,Public,Doctoral degree,,68,11414,11464,16,Mid East,,,87
C0775,Public,Master's degree,,63,5847,4147,12,Southwest,17,22,99
C0776,Public,Master's degree,,,3690,3284,9,Southwest,,,95
C0777,Public,Doctoral degree,,41,2134,5301,19,Southwest,23,29,96
C0778,Public,Doctoral degree,,65,28592,5809,15,Southwest,19,25,98
C0779,Public,Doctoral degree,,85,16765,5827,16,Southwest,18,24,97
C0780,Public,Bachelor's degree,,,1681,2822,0,Southwest,,,91
C0781,Private,Master's degree,,,923,13608,6,Southwest,,,100
C0782,Public,Master's degree,,,3560,4030,12,Southwest,,,97
C0783,Private,Master's degree,,77,1741,18400,48,Mid East,,,94
C0784,Private,Doctoral degree,,68,7645,28460,53,Mid East,19,24,96
C0785,Private,Doctoral degree,,70,2431,26884,45,Mid East,22,27,100
C0786,Private,Doctoral degree,,38,2355,43306,60,Mid East,,,75
C0787,Private,Bachelor's degree,,21,2489,42184,82,Mid East,28,32,49
C0788,Private,Master's degree,,,1118,11025,29,Mid East,,,96
C0789,Private,Master's degree,,73,4537,30713,58,Mid East,22,27,99
C0790,Private,Bachelor's degree,,78,1077,26736,53,Mid East,,,100
C0791,Private,Doctoral degree,,64,3726,36780,61,Mid East,24,28,100
C0792,Private,Master's degree,,26,2900,42920,87,Mid East,30,32,41
C0793,Private,Master's degree,,55,1255,16720,18,Mid East,,,95
C0794,Private,Doctoral degree,,7,26957,45290,86,Mid East,31,34,57
C0795,Private,Master's degree,,67,953,26620,28,Mid East,16,20,94
C0796,Private,Master's degree,,8,920,39150,68,Mid East,29,33,100
C0797,Private,Doctoral degree,,16,21593,41541,87,Mid East,30,34,64
C0798,Public,Master's degree,,25,17505,5550,39,Mid East,,,70
C0799,Public,Master's degree,,32,17004,5584,24,Mid East,,,70
C0800,Public,Master's degree,,100,14441,5508,27,Mid East,,,71
C0801,Public,Doctoral degree,,34,15331,5459,9,Mid East,,,79
C0802,Public,Doctoral degree,,,6736,,,Mid East,,,
C0803,Public,Doctoral degree,,30,23019,5529,22,Mid East,,,69
C0804,Public,Master's degree,,34,15010,5459,25,Mid East,,,77
C0805,Public,Master's degree,,23,12085,5508,15,Mid East,,,86
C0806,Public,Bachelor's degree,,91,6477,5432,5,Mid East,,,91
C0807,Public,Bachelor's degree,,77,16860,5469,3,Mid East,,,86
C0808,Public,Master's degree,,37,18974,5607,25,Mid East,,,61
C0809,Public,Master's degree,,35,8307,5496,5,Mid East,,,81
C0810,Private,Doctoral degree,,79,3150,21760,19,Mid East,20,25,100
C0811,Private,Doctoral degree,,49,2871,22310,27,Mid East,,,100
C0812,Private,Doctoral degree,,72,1998,22940,21,Mid East,18,23,99
C0813,Private,Doctoral degree,,78,3198,25908,18,Mid East,,,93
C0814,Private,Master's degree,,80,1542,36950,60,Mid East,20,27,99
C0815,Public,Master's degree,,45,9755,4459,,Mid East,,,69
C0816,Private,Doctoral degree,,47,15097,40292,76,Mid East,26,30,92
C0817,Private,Bachelor's degree,,27,1926,42640,90,Mid East,29,33,58
C0818,Private,Bachelor's degree,,84,1618,36040,54,Mid East,23,27,100
C0819,Private,Master's degree,,81,1070,18940,31,Mid East,,,98
C0820,Private,Master's degree,,49,2372,42915,74,Mid East,,,81
C0821,Private,Doctoral degree,,59,10928,34150,50,Mid East,23,28,96
C0822,Private,Master's degree,,91,1100,26094,65,Mid East,21,28,100
C0823,Private,Master's degree,,92,4241,30192,53,Mid East,20,24,98
C0824,Private,Doctoral degree,,67,6723,35278,69,Mid East,,,92
C0825,Private,Master's degree,,88,2036,25235,36,Mid East,,,100
C0826,Private,Master's degree,,62,3319,28380,63,Mid East,21,26,100
C0827,Private,Doctoral degree,,87,8483,31606,8,Mid East,17,22,97
C0828,Private,Doctoral degree,,81,10599,31646,22,Mid East,19,23,96
C0829,Private,Master's degree,,,270,,,Mid East,,,
C0830,Private,Master's degree,,66,3883,29700,60,Mid East,23,27,92
C0831,Private,Doctoral degree,,77,2750,35370,54,Mid East,,,99
C0832,Private,Master's degree,,37,6365,28890,70,Mid East,,,88
C0833,Private,Bachelor's degree,,75,1833,24708,37,Mid East,21,26,92
C0834,Private,Doctoral degree,,54,2390,21598,38,Mid East,,,92
C0835,Private,Doctoral degree,,57,11648,17360,23,Mid East,,,95
C0836,Private,Doctoral degree,,73,4455,23300,39,Mid East,20,25,97
C0837,Private,Master's degree,,86,2556,24410,41,Mid East,20,24,99
C0838,Private,Master's degree,,73,1938,27810,37,Mid East,17,23,100
C0839,Private,Doctoral degree,,68,2823,27422,59,Mid East,,,100
C0840,Private,Master's degree,,57,3966,29100,16,Mid East,22,25,100
C0841,Private,Doctoral degree,,67,10301,38198,50,Mid East,22,28,95
C0842,Private,Doctoral degree,,26,44599,41606,77,Mid East,28,32,55
C0843,Private,Doctoral degree,,66,4056,26400,60,Mid East,21,25,98
C0844,Private,Doctoral degree,,74,7545,27290,25,Mid East,20,24,97
C0845,Private,Doctoral degree,,97,3082,21500,24,Mid East,17,22,100
C0846,Private,Doctoral degree,,77,12624,35032,34,Mid East,21,25,99
C0847,Private,Bachelor's degree,,75,981,23695,26,Mid East,20,25,99
C0848,Private,Doctoral degree,,75,4890,37882,33,Mid East,28,32,94
C0849,Private,Doctoral degree,,41,6714,42704,65,Mid East,27,31,95
C0850,Private,Master's degree,,73,1735,25322,53,Mid East,20,25,100
C0851,Private,Doctoral degree,,60,16583,32037,28,Mid East,25,31,95
C0852,Private,Doctoral degree,,36,11020,41826,77,Mid East,29,32,89
C0853,Private,Doctoral degree,,57,2832,28000,52,Mid East,,,98
C0854,Private,Master's degree,,80,2244,27890,54,Mid East,21,27,99
C0855,Private,Master's degree,,64,2819,18100,27,Mid East,,,98
C0856,Private,Master's degree,,46,2506,42735,77,Mid East,,,95
C0857,Private,Master's degree,,78,4542,25464,53,Mid East,,,99
C0858,Private,Master's degree,,82,1972,23720,36,Mid East,17,20,97
C0859,Private,Master's degree,,62,1782,45212,62,Mid East,,,78
C0860,Private,Master's degree,,68,3207,29295,74,Mid East,22,27,98
C0861,Private,Master's degree,,35,2702,42380,83,Mid East,26,30,57
C0862,Private,Master's degree,,75,5354,18425,56,Mid East,21,25,96
C0863,Private,Doctoral degree,,63,3987,26260,65,Mid East,22,27,100
C0864,Private,Doctoral degree,,53,20729,33875,36,Mid East,21,27,98
C0865,Public,Bachelor's degree,,55,3555,6542,39,Mid East,21,26,94
C0866,Public,Bachelor's degree,,78,3512,6539,23,Mid East,,,96
C0867,Public,Bachelor's degree,,59,3308,6780,28,Mid East,,,91
C0868,Public,Bachelor's degree,,73,2453,7768,29,Mid East,16,22,90
C0869,Public,Bachelor's degree,,53,8162,6444,21,Mid East,19,23,68
C0870,Public,Bachelor's degree,,59,3028,7520,21,Mid East,17,21,94
C0871,Public,Doctoral degree,,55,17338,7172,56,Mid East,22,26,79
C0872,Public,Doctoral degree,,43,16077,7216,69,Mid East,27,30,61
C0873,Public,Doctoral degree,,57,29850,7482,52,Mid East,23,28,75
C0874,Public,Doctoral degree,,39,24143,6994,45,Mid East,26,30,80
C0875,Public,Doctoral degree,,51,2229,6269,51,Mid East,23,27,90
C0876,Public,Master's degree,,48,2480,6439,32,Mid East,22,26,92
C0877,Public,Master's degree,,48,8128,6508,48,Mid East,21,26,87
C0878,Public,Master's degree,,49,11091,6353,25,Mid East,,,87
C0879,Public,Master's degree,,47,7110,6574,47,Mid East,21,25,84
C0880,Public,Master's degree,,52,5391,6688,45,Mid East,21,26,87
C0881,Public,Master's degree,,46,5644,6758,66,Mid East,27,29,59
C0882,Public,Master's degree,,44,7578,6458,51,Mid East,23,27,73
C0883,Public,Master's degree,,51,6034,6559,54,Mid East,22,25,79
C0884,Public,Master's degree,,49,8117,6510,40,Mid East,22,26,91
C0885,Public,Master's degree,,68,4042,6506,30,Mid East,,,91
C0886,Public,Master's degree,,33,4353,6829,50,Mid East,21,26,82
C0887,Public,Master's degree,,58,4367,6324,20,Mid East,19,22,77
C0888,Public,Master's degree,,46,6051,6502,41,Mid East,20,24,91
C0889,Public,Master's degree,,81,11823,5545,8,Mid East,,,94
C0890,Public,Master's degree,,64,1755,6457,25,Mid East,20,26,76
C0891,Private,Doctoral degree,,49,21267,37668,69,Mid East,23,28,74
C0892,Private,Doctoral degree,,,5149,,,Mid East,,,
C0893,Private,Doctoral degree,,59,13868,14550,31,Mid East,,,84
C0894,Private,Master's degree,,,39897,,,Mid East,,,
C0895,Private,Bachelor's degree,,37,2246,43602,82,Mid East,28,31,81
C0896,Public,Master's degree,,,985,,62,US Service schools,,,18
C0897,Private,Doctoral degree,,85,4028,29996,30,Mid East,18,23,99
C0898,Private,Master's degree,,24,2477,44705,90,Mid East,30,33,71
C0899,Private,Master's degree,,70,2245,35820,53,Mid East,22,27,99
C0900,Private,Bachelor's degree,,60,534,33410,56,Mid East,21,26,100
C0901,Private,Doctoral degree,,82,6747,35200,60,Mid East,23,29,84
C0902,Public,Doctoral degree,,63,17838,5538,42,Southeast,24,28,67
C0903,Private,Master's degree,,42,1065,22982,41,Southeast,18,22,100
C0904,Private,Bachelor's degree,,68,1647,26182,33,Southeast,18,24,100
C0905,Private,Bachelor's degree,,83,680,16794,25,Southeast,,,100
C0906,Private,Bachelor's degree,,45,701,22860,31,Southeast,18,22,99
C0907,Private,Doctoral degree,,70,6122,24720,39,Southeast,17,27,100
C0908,Private,Master's degree,,41,1310,25160,41,Southeast,,,99
C0909,Private,Master's degree,,62,1367,21020,15,Southeast,14,17,100
C0910,Private,Bachelor's degree,,26,1788,38866,90,Southeast,29,33,62
C0911,Private,Doctoral degree,,13,15467,41938,87,Southeast,30,34,64
C0912,Public,Doctoral degree,,62,26887,5364,31,Southeast,21,24,73
C0913,Public,Master's degree,,57,2421,3814,21,Southeast,16,18,97
C0914,Private,Doctoral degree,,54,6305,27881,77,Southeast,23,26,68
C0915,Public,Doctoral degree,,55,6179,4109,12,Southeast,17,19,96
C0916,Private,Doctoral degree,,48,4656,23510,43,Southeast,19,25,100
C0917,Private,Master's degree,,78,1012,24970,15,Southeast,15,21,100
C0918,Private,Bachelor's degree,,68,2302,30430,49,Southeast,20,26,99
C0919,Private,Doctoral degree,,64,4199,,58,Southeast,21,26,73
C0920,Private,Bachelor's degree,,37,1387,17368,32,Southeast,15,19,89
C0921,Private,Bachelor's degree,,66,890,22564,30,Southeast,,,100
C0922,Private,Master's degree,,68,1898,26524,40,Southeast,18,23,99
C0923,Private,Bachelor's degree,,71,1175,15408,11,Southeast,13,16,98
C0924,Private,Master's degree,,64,1440,23318,26,Southeast,17,23,99
C0925,Private,Master's degree,,62,1872,27770,50,Southeast,20,25,100
C0926,Private,Master's degree,,61,2463,25550,18,Southeast,18,23,99
C0927,Private,Master's degree,,54,926,23198,26,Southeast,17,23,100
C0928,Private,Bachelor's degree,,50,3414,16300,26,Southeast,17,20,100
C0929,Public,Doctoral degree,,70,10561,4668,16,Southeast,17,21,95
C0930,Public,Master's degree,,64,3784,5393,37,Southeast,24,27,77
C0931,Public,Doctoral degree,,28,29127,7009,81,Southeast,28,32,68
C0932,Public,Doctoral degree,,69,26571,5440,26,Southeast,20,25,75
C0933,Public,Doctoral degree,,60,18074,5765,30,Southeast,21,25,80
C0934,Public,Doctoral degree,,50,8093,4801,15,Southeast,16,19,97
C0935,Public,Doctoral degree,,50,34009,7018,41,Southeast,25,30,71
C0936,Private,Bachelor's degree,,47,1602,24890,23,Southeast,15,20,84
C0937,Public,Doctoral degree,,54,13937,5672,52,Southeast,22,26,69
C0938,Private,Bachelor's degree,,91,1007,25886,38,Southeast,16,21,100
C0939,Public,Master's degree,,72,6222,4643,15,Southeast,18,21,92
C0940,Private,Master's degree,,96,1860,21625,33,Southeast,18,22,100
C0941,Private,Master's degree,,77,2285,25356,44,Southeast,21,26,97
C0942,Private,Bachelor's degree,,41,162,11200,30,Southeast,14,20,100
C0943,Private,Bachelor's degree,,67,1299,17160,22,Southeast,13,17,85
C0944,Private,Master's degree,,58,1187,22720,61,Southeast,22,27,99
C0945,Private,Master's degree,,54,2062,13226,16,Southeast,,,98
C0946,Private,Master's degree,,64,635,21614,4,Southeast,18,23,100
C0947,Private,Doctoral degree,,35,7602,41576,82,Southeast,,,81
C0948,Private,Master's degree,,70,893,26675,40,Southeast,23,27,90
C0949,Private,Doctoral degree,,79,3002,22180,47,Southeast,19,24,99
C0950,Public,Doctoral degree,,56,5399,4584,18,Southeast,16,19,96
C0951,Public,Doctoral degree,,38,10107,5387,32,Southeast,20,24,83
C0952,Public,Bachelor's degree,,49,1449,5608,15,Plains,18,23,82
C0953,Private,Doctoral degree,,57,997,17270,33,Plains,21,24,100
C0954,Private,Doctoral degree,,83,2910,13424,28,Plains,20,25,100
C0955,Public,Bachelor's degree,,,1065,6084,21,Plains,,,95
C0956,Public,Master's degree,,57,3533,5763,14,Plains,19,24,91
C0957,Public,Doctoral degree,,74,15143,7092,24,Plains,21,26,88
C0958,Public,Doctoral degree,,84,14629,7270,26,Plains,21,26,88
C0959,Public,Master's degree,,83,1366,6197,23,Plains,18,23,99
C0960,Public,Doctoral degree,,96,24932,9545,16,Great Lakes,18,25,90
C0961,Private,Doctoral degree,,74,5979,28582,42,Great Lakes,20,25,97
C0962,Private,Master's degree,,64,4053,26396,55,Great Lakes,21,27,100
C0963,Private,Master's degree,,53,1146,26154,52,Great Lakes,19,25,100
C0964,Public,Doctoral degree,,72,16958,10164,31,Great Lakes,19,24,96
C0965,Private,Doctoral degree,,76,3628,30450,52,Great Lakes,21,27,100
C0966,Private,Doctoral degree,,42,10325,39120,65,Great Lakes,29,33,88
C0967,Private,Doctoral degree,,74,3462,24400,61,Great Lakes,24,29,97
C0968,Public,Master's degree,,33,2068,5672,10,Great Lakes,15,19,91
C0969,Public,Doctoral degree,,73,34379,10419,25,Great Lakes,22,28,83
C0970,Private,Master's degree,,97,3711,16750,16,Great Lakes,17,23,61
C0971,Public,Doctoral degree,,63,17497,9002,8,Great Lakes,19,25,92
C0972,Private,Doctoral degree,,53,10835,31640,60,Great Lakes,24,29,98
C0973,Private,Master's degree,,72,989,25890,38,Great Lakes,18,23,100
C0974,Private,Bachelor's degree,,46,2274,40210,78,Great Lakes,27,31,100
C0975,Private,Doctoral degree,,68,4880,28104,44,Great Lakes,21,26,100
C0976,Private,Master's degree,,,1241,23670,35,Great Lakes,,,100
C0977,Private,Master's degree,,57,1311,28950,57,Great Lakes,19,25,100
C0978,Private,Master's degree,,83,3711,31710,65,Great Lakes,22,27,100
C0979,Public,Bachelor's degree,,,1846,5288,11,Great Lakes,,,88
C0980,Public,Doctoral degree,,83,28998,9346,28,Great Lakes,20,25,91
C0981,Private,Bachelor's degree,,38,1705,42630,86,Great Lakes,28,32,64
C0982,Private,Master's degree,,56,1086,26550,28,Great Lakes,19,23,100
C0983,Private,Master's degree,,69,2187,13176,7,Great Lakes,,,98
C0984,Private,Master's degree,,72,2074,23420,46,Great Lakes,19,26,100
C0985,Private,Master's degree,,64,1542,29690,44,Great Lakes,21,27,99
C0986,Public,Doctoral degree,,67,17901,13153,68,Great Lakes,25,30,77
C0987,Private,Master's degree,,71,2187,25700,53,Great Lakes,20,25,95
C0988,Private,Master's degree,,63,2229,22080,49,Great Lakes,20,26,100
C0989,Private,Doctoral degree,,88,2326,24400,39,Great Lakes,19,24,100
C0990,Private,Master's degree,,76,2154,21610,29,Great Lakes,18,24,100
C0991,Private,Master's degree,,90,2269,24652,18,Great Lakes,18,22,100
C0992,Private,Master's degree,,30,2911,43210,76,Great Lakes,28,32,88
C0993,Private,Master's degree,,49,2573,26790,29,Great Lakes,20,24,100
C0994,Private,Doctoral degree,,68,3619,34380,53,Great Lakes,23,29,99
C0995,Public,Master's degree,,,1077,6327,20,Great Lakes,,,94
C0996,Public,Master's degree,,,1204,6327,20,Great Lakes,,,87
C0997,Public,Master's degree,,,1259,6327,21,Great Lakes,,,92
C0998,Public,Master's degree,,,2315,6327,19,Great Lakes,,,100
C0999,Public,Doctoral degree,,56,57466,9735,59,Great Lakes,27,31,83
C1000,Public,Doctoral degree,,73,28786,9936,48,Great Lakes,22,26,79
C1001,Private,Bachelor's degree,,75,1830,37820,54,Great Lakes,22,27,99
C1002,Private,Doctoral degree,,74,2919,29550,2,Great Lakes,21,26,100
C1003,Private,Master's degree,,,2314,19520,23,Great Lakes,,,94
C1004,Public,Master's degree,,,4341,6762,13,Great Lakes,,,96
C1005,Private,Master's degree,,76,2733,21220,61,Great Lakes,23,28,97
C1006,Private,Master's degree,,39,4954,19124,34,Great Lakes,18,23,98
C1007,Public,Doctoral degree,,91,20743,8788,23,Great Lakes,19,25,96
C1008,Private,Doctoral degree,,,1660,11472,25,Great Lakes,,,90
C1009,Private,Master's degree,,,1748,21566,24,Great Lakes,,,81
C1010,Private,Doctoral degree,,58,1357,24910,28,Great Lakes,19,24,100
C1011,Private,Doctoral degree,,77,2963,23765,44,Great Lakes,20,25,100
C1012,Private,Master's degree,,58,479,12470,39,Great Lakes,,,100
C1013,Private,Master's degree,,46,1173,26840,33,Great Lakes,19,24,100
C1014,Private,Master's degree,,89,1979,36434,59,Great Lakes,23,25,99
C1015,Private,Bachelor's degree,,56,2116,38290,70,Great Lakes,25,30,99
C1016,Public,Doctoral degree,,,16656,7800,19,Great Lakes,,,88
C1017,Private,Doctoral degree,,70,6633,31160,66,Great Lakes,23,27,100
C1018,Public,Doctoral degree,,,13352,7451,9,Great Lakes,,,96
C1019,Private,Bachelor's degree,,72,965,12900,0,Southwest,15,19,88
C1020,Private,Master's degree,,49,1355,20160,50,Southwest,18,24,100
C1021,Private,Master's degree,,,2249,19794,33,Southwest,,,100
C1022,Public,Master's degree,,,5898,4590,8,Southwest,,,88
C1023,Public,Master's degree,,84,17220,4718,10,Southwest,20,24,76
C1024,Public,Master's degree,,98,4587,4703,17,Southwest,18,23,85
C1025,Public,Doctoral degree,,,2533,4112,16,Southwest,,,94
C1026,Public,Doctoral degree,,73,8548,4602,12,Southwest,18,23,94
C1027,Public,Master's degree,,60,2307,4968,13,Southwest,17,22,96
C1028,Private,Master's degree,,63,2421,18456,28,Southwest,22,28,99
C1029,Public,Bachelor's degree,,48,1375,5704,16,Southwest,16,21,92
C1030,Public,Doctoral degree,,76,26073,7107,33,Southwest,22,28,87
C1031,Private,Master's degree,,56,2097,19756,47,Southwest,21,27,99
C1032,Private,Doctoral degree,,72,3179,27500,49,Southwest,23,29,96
C1033,Public,Doctoral degree,,80,27292,8325,35,Southwest,23,29,74
C1034,Private,Doctoral degree,,44,3414,20756,41,Southwest,20,25,98
C1035,Public,Bachelor's degree,,54,4473,4777,9,Southwest,17,23,88
C1036,Private,Master's degree,,95,684,19705,15,Southwest,,,95
C1037,Public,Bachelor's degree,,62,918,3744,27,Southwest,18,24,95
C1038,Public,Master's degree,,80,3826,4904,13,Southwest,18,22,96
C1039,Private,Master's degree,,88,847,12350,35,Southwest,17,23,93
C1040,Public,Doctoral degree,,90,4942,4800,14,Southwest,18,24,95
C1041,Private,Doctoral degree,,41,4597,31551,51,Southwest,25,32,88
C1042,Private,Doctoral degree,,56,5428,25650,36,Far West,18,24,99
C1043,Public,Master's degree,,67,4157,7046,15,Far West,,,94
C1044,Private,Doctoral degree,,75,3712,29380,52,Far West,20,26,99
C1045,Private,Doctoral degree,,63,3521,38500,67,Far West,26,31,90
C1046,Private,Bachelor's degree,,92,1671,32416,59,Far West,21,26,99
C1047,Private,Master's degree,,39,1408,18405,0,Far West,,,100
C1048,Private,Master's degree,,70,660,23600,42,Far West,18,23,100
C1049,Public,Master's degree,,71,4407,7889,18,Far West,20,25,89
C1050,Public,Doctoral degree,,79,27902,7600,30,Far West,21,27,86
C1051,Public,Doctoral degree,,74,24473,8789,44,Far West,22,27,68
C1052,Private,Doctoral degree,,86,3583,33612,52,Far West,21,27,99
C1053,Public,Doctoral degree,,61,28260,7764,18,Far West,,,76
C1054,Private,Doctoral degree,,67,4036,35740,70,Far West,,,97
C1055,Private,Master's degree,,49,1411,42800,70,Far West,28,33,53
C1056,Public,Master's degree,,73,5992,6840,18,Far West,,,85
C1057,Private,Master's degree,,53,506,18290,23,Far West,,,93
C1058,Private,Doctoral degree,,32,1143,25406,46,Far West,20,26,100
C1059,Private,Doctoral degree,,58,2855,39012,71,Far West,24,29,98
C1060,Public,Master's degree,,88,6177,8076,20,Far West,,,88
C1061,Private,Master's degree,,52,278,16074,6,Mid East,20,25,100
C1062,Private,Master's degree,,62,2384,33990,48,Mid East,20,25,99
C1063,Private,Bachelor's degree,,65,2161,36190,74,Mid East,23,29,100
C1064,Private,Doctoral degree,,76,3266,29000,63,Mid East,22,26,99
C1065,Private,Doctoral degree,,78,2871,26630,35,Mid East,18,22,100
C1066,Private,Doctoral degree,,60,3905,34150,53,Mid East,22,27,100
C1067,Public,Doctoral degree,,89,10127,8082,42,Mid East,19,23,84
C1068,Private,Doctoral degree,,40,1738,40824,81,Mid East,27,32,79
C1069,Private,Master's degree,,30,3608,43866,87,Mid East,27,32,55
C1070,Private,Master's degree,,74,2448,33176,39,Mid East,17,23,99
C1071,Public,Master's degree,,93,8243,8912,31,Mid East,17,21,89
C1072,Private,Doctoral degree,,95,3012,23504,47,Mid East,17,23,100
C1073,Private,Doctoral degree,,25,12367,44010,74,Mid East,30,34,70
C1074,Private,Master's degree,,59,1486,30110,50,Mid East,17,24,100
C1075,Private,Doctoral degree,,61,2170,30312,44,Mid East,,,100
C1076,Private,Doctoral degree,,58,2189,29200,27,Mid East,19,23,98
C1077,Public,Master's degree,,,1212,8404,9,Mid East,,,96
C1078,Public,Master's degree,,93,6080,8340,33,Mid East,,,91
C1079,Private,Master's degree,,68,2023,30704,47,Mid East,19,25,100
C1080,Private,Bachelor's degree,,44,2396,43060,83,Mid East,27,31,72
C1081,Private,Doctoral degree,,81,26132,34505,28,Mid East,24,30,94
C1082,Private,Doctoral degree,,74,9904,28671,66,Mid East,22,27,100
C1083,Public,Master's degree,,78,6778,8351,36,Mid East,18,22,83
C1084,Private,Doctoral degree,,64,4004,25850,49,Mid East,18,24,100
C1085,Public,Master's degree,,87,7098,8360,23,Mid East,17,22,91
C1086,Private,Master's degree,,70,1892,34830,71,Mid East,21,28,99
C1087,Private,Bachelor's degree,,39,2297,42610,84,Mid East,,,61
C1088,Private,Doctoral degree,,80,4211,25522,48,Mid East,20,26,100
C1089,Private,Master's degree,,68,1852,23330,59,Mid East,20,26,100
C1090,Private,Bachelor's degree,,42,2524,42610,80,Mid East,27,29,74
C1091,Private,Doctoral degree,,,673,,,Mid East,,,
C1092,Private,Master's degree,,66,2371,27120,50,Mid East,16,22,100
C1093,Private,Bachelor's degree,,23,1187,42208,91,Mid East,30,33,57
C1094,Private,Doctoral degree,,76,2956,24640,38,Mid East,16,22,100
C1095,Private,Doctoral degree,,80,3675,28850,39,Mid East,18,21,100
C1096,Public,Doctoral degree,,90,14925,8362,31,Mid East,17,22,88
C1097,Private,Master's degree,,74,1635,34090,72,Mid East,,,100
C1098,Private,Bachelor's degree,,72,1595,19620,26,Mid East,17,21,98
C1099,Private,Master's degree,,72,2391,27680,61,Mid East,,,100
C1100,Public,Master's degree,,82,9513,8359,34,Mid East,18,22,87
C1101,Private,Master's degree,,56,1481,23160,33,Mid East,17,24,91
C1102,Private,Doctoral degree,,80,6436,35240,55,Mid East,19,25,99
C1103,Private,Bachelor's degree,,34,2486,41358,85,Mid East,27,31,63
C1104,Private,Doctoral degree,,67,2022,33200,68,Mid East,22,27,100
C1105,Private,Doctoral degree,,31,7096,40960,73,Mid East,28,32,68
C1106,Public,Master's degree,,61,1963,9062,23,Mid East,15,20,99
C1107,Public,Master's degree,,88,5260,8239,28,Mid East,17,23,91
C1108,Private,Bachelor's degree,,72,1307,31818,54,Mid East,21,26,100
C1109,Public,Master's degree,,92,2970,8654,35,Mid East,19,23,94
C1110,Private,Doctoral degree,,71,3175,28175,54,Mid East,,,100
C1111,Private,Doctoral degree,,75,3011,27657,54,Mid East,21,26,100
C1112,Private,Master's degree,,66,3084,28356,71,Mid East,23,29,100
C1113,Public,Master's degree,,72,8279,8361,37,Mid East,19,24,86
C1114,Private,Doctoral degree,,65,3026,25990,64,Mid East,20,26,100
C1115,Private,Master's degree,,80,1837,33446,70,Mid East,,,99
C1116,Private,Master's degree,,69,1835,18750,18,Mid East,18,22,100
C1117,Private,Bachelor's degree,,46,2448,39915,81,Mid East,25,31,91
C1118,Private,Doctoral degree,,55,2956,23350,29,Mid East,16,20,100
C1119,Public,Master's degree,,84,4057,13636,46,Mid East,19,25,83
C1120,Public,Master's degree,,,473,,,Mid East,,,
C1121,Public,Master's degree,,74,680,13048,34,Mid East,16,27,93
C1122,Public,Bachelor's degree,,69,568,12994,14,Mid East,15,22,99
C1123,Public,Bachelor's degree,,82,613,12994,30,Mid East,19,23,94
C1124,Public,Bachelor's degree,,82,1178,12966,22,Mid East,19,22,93
C1125,Public,Bachelor's degree,,85,925,13094,36,Mid East,19,28,84
C1126,Public,Bachelor's degree,,85,3861,13636,48,Mid East,19,23,83
C1127,Public,Bachelor's degree,,87,703,13102,25,Mid East,16,24,92
C1128,Public,Bachelor's degree,,83,2732,13636,35,Mid East,19,25,81
C1129,Public,Doctoral degree,,80,4441,13628,39,Mid East,22,24,75
C1130,Public,Bachelor's degree,,79,1492,13102,17,Mid East,17,23,89
C1131,Public,Bachelor's degree,,88,704,12994,33,Mid East,20,22,95
C1132,Public,Bachelor's degree,,89,846,13040,21,Mid East,18,21,94
C1133,Public,Bachelor's degree,,86,951,13048,30,Mid East,20,24,94
C1134,Public,Doctoral degree,,54,46615,15984,65,Mid East,25,29,68
C1135,Public,Master's degree,,80,623,13102,24,Mid East,18,24,92
C1136,Public,Bachelor's degree,,83,1023,13102,33,Mid East,20,23,95
C1137,Public,Bachelor's degree,,78,3694,13102,26,Mid East,18,24,86
C1138,Public,Bachelor's degree,,81,837,12994,24,Mid East,18,21,93
C1139,Public,Master's degree,,84,1177,12966,27,Mid East,21,25,81
C1140,Private,Master's degree,,,1796,15900,,Mid East,,,87
C1141,Private,Doctoral degree,,12,24630,42098,88,Mid East,30,34,62
C1142,Private,Doctoral degree,,64,3523,30546,45,Mid East,21,25,98
C1143,Private,Master's degree,,51,1093,20888,24,Mid East,18,26,100
C1144,Public,Bachelor's degree,,85,1481,12496,33,Mid East,19,23,97
C1145,Public,Bachelor's degree,,93,1677,12626,33,Mid East,20,24,91
C1146,Public,Bachelor's degree,,90,2840,12528,32,Mid East,20,24,91
C1147,Public,Doctoral degree,,56,28649,16132,64,Mid East,26,30,76
C1148,Private,Master's degree,,74,3841,23720,42,Mid East,19,25,99
C1149,Private,Doctoral degree,,81,5481,23038,41,Mid East,21,24,100
C1150,Private,Master's degree,,58,957,29050,46,Mid East,19,23,100
C1151,Private,Doctoral degree,,76,2344,27808,57,Mid East,20,25,98
C1152,Private,Doctoral degree,,79,8954,36640,70,Mid East,22,26,97
C1153,Private,Doctoral degree,,69,1813,28804,64,Mid East,20,25,100
